"TITLE","AUTHORS","YEAR","MAIN_LINK","DIRECT_LINK"
"M.: Detecci������n de plagio translingüe utilizando una red semántica multilingüe","F Salvador - Departamento de Sistemas Informáticos y  …, 2013 - users.dsic.upv.es",2013,"http://users.dsic.upv.es/~prosso/resources/FrancoSalvadorMSc.pdf","http://users.dsic.upv.es/~prosso/resources/FrancoSalvadorMSc.pdf"
"Language in prehistory","A Barnard - 2016 - books.google.com",2016,"http://books.google.com/books?hl=en&lr=&id=l9fECgAAQBAJ&oi=fnd&pg=PR10&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=qXfOYBuVuR&sig=X2I98-h0-2pwfR93ktdnNHIyZYM",NA
"Exploring Social Meaning in Online Bilingual Text through Social Network Analysis","EK Bowman, N Kamwangamalu, H Roy, A Tovares… - 2015 - dtic.mil",2015,"http://www.dtic.mil/docs/citations/ADA622463","http://www.dtic.mil/get-tr-doc/pdf?AD=ADA622463"
"Learning peace (and conflict): the role of primary learning materials in peacebuilding in post-war Afghanistan, South Sudan and Sri Lanka","C Vanner, S Akseer, T Kovinthan - Journal of Peace Education, 2017 - Taylor & Francis",2017,"http://www.tandfonline.com/doi/abs/10.1080/17400201.2016.1213710","http://www.tandfonline.com/doi/full/10.1080/17400201.2016.1213710"
"Reading Comprehension and Specialized Vocabulary: Does tourism vocabulary predict reading comprehension better than general vocabulary?","CA Diaz, P Scholfield - Proceedings of the Language at the University of …, 2010 - essex.ac.uk",2010,"https://www.essex.ac.uk/langling/documents/langue/langue_2009_proceedings.pdf","https://www.essex.ac.uk/langling/documents/langue/langue_2009_proceedings.pdf"
"Annotated bibliography of research in the teaching of English","L Helman, K Allen, R Beach, M Bigelow… - Research in the  …, 2014 - pure.uva.nl",2014,"https://pure.uva.nl/ws/files/2456878/159793_431779.pdf","https://pure.uva.nl/ws/files/2456878/159793_431779.pdf"
"LANGUAGE IN INDIA","M Maniam - languageinindia.com",NA,"http://languageinindia.com/april2010/mahendrandissertation.pdf","http://languageinindia.com/april2010/mahendrandissertation.pdf"
"Aspects of sentiment analysis: technical report no. DCSE/TR-2015-04","T Hercig - 2015 - otik.uk.zcu.cz",2015,"https://otik.uk.zcu.cz/handle/11025/21537","https://otik.uk.zcu.cz/bitstream/11025/21537/1/Hercig.pdf"
"Age differences and cognitive aptitudes for implicit and explicit learning in ultimate second language attainment","G Granena - 2012 - search.proquest.com",2012,"http://search.proquest.com/openview/a6985eec60c5c1ef515bb36d8329a436/1?pq-origsite=gscholar&cbl=18750&diss=y","http://search.proquest.com/openview/a6985eec60c5c1ef515bb36d8329a436/1?pq-origsite=gscholar&cbl=18750&diss=y"
"A phonetically-motivated model of intonational phonology in Singapore Malay","D Hamzah, JS German - researchgate.net",NA,"https://www.researchgate.net/profile/Diyana_Hamzah2/publication/311846661_A_phonetically-motivated_model_of_intonational_phonology_in_Singapore_Malay_Under_Review/links/585d2f8408ae329d61f68df2.pdf","https://www.researchgate.net/profile/Diyana_Hamzah2/publication/311846661_A_phonetically-motivated_model_of_intonational_phonology_in_Singapore_Malay_Under_Review/links/585d2f8408ae329d61f68df2.pdf"
"Language Myths, Mysteries and Magic","K Stollznow - 2014 - books.google.com",2014,"http://books.google.com/books?hl=en&lr=&id=HnioBAAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=l1eF0SKpeZ&sig=5PTzdx_jSwMdqHduYIHAMcx3Vwo",NA
"Human Factors Required for Building NLP Systems","D Daoud, SA El-Seoud - Technology for Facilitating Humanity  …, 2010 - books.google.com",2010,"http://books.google.com/books?hl=en&lr=&id=0Nqex7dqih0C&oi=fnd&pg=PA249&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=hZsq1uWJ2b&sig=cj3-1k2G8r1Fz6qZfVo-pd0NTHc","https://www.researchgate.net/profile/Samir_El-Seoud/publication/233967783_Human_Factors_Required_for_Building_NLP_Systems/links/54193b510cf203f155adc989.pdf"
"Poetry in Motion: The Mobility of Lyrics and Languages in the European Middles Ages","DA Murray - 2015 - kclpure.kcl.ac.uk",2015,"http://kclpure.kcl.ac.uk/portal/files/42408394/2015_Murray_David_Alexander_1161706_ethesis.pdf","http://kclpure.kcl.ac.uk/portal/files/42408394/2015_Murray_David_Alexander_1161706_ethesis.pdf"
"Carol Myers-Scotton and","J Jake - The Cambridge Handbook of Linguistic Code- … - yazd.ac.ir",NA,"http://ftp.yazd.ac.ir/FTP/Library/information%20science/language1/The_Cambridge_Handbook_of_Linguistic_Code_switching__Cambridge_Handbooks_in_Language_and_Linguist.pdf#page=354","http://ftp.yazd.ac.ir/FTP/Library/information%20science/language1/The_Cambridge_Handbook_of_Linguistic_Code_switching__Cambridge_Handbooks_in_Language_and_Linguist.pdf#page=354"
"Latent semantic analysis for text mining and beyond","A Kao, S Poteet, J Wu, W Ferng… - Intelligent Multimedia  …, 2011 - books.google.com",2011,"http://books.google.com/books?hl=en&lr=&id=teaeBQAAQBAJ&oi=fnd&pg=PA253&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=A2Te-2BB5F&sig=uhLkZB2zw34Zhu1jeW7Llt649Rw",NA
"Iranian EFL teachers' conceptions of research: An explanatory mixed methods approach","MB Mehrani - Research in Applied Linguistics, 2016 - rals.scu.ac.ir",2016,"http://rals.scu.ac.ir/article_11779.html","http://rals.scu.ac.ir/article_11779_782498d5388e898d7ba8f49c11fb7aed.pdf"
"An investigation of strategies to teach english as a foreign language to adult students from Ca,"MC González Arteaga - 2013 - dspace.ucuenca.edu.ec",2013,"http://dspace.ucuenca.edu.ec/handle/123456789/522","http://dspace.ucuenca.edu.ec/bitstream/123456789/522/1/Tesis.pdf"
"Investigating physical science teachers' classroom use of language during teaching","EZ Ncube - 2016 - wiredspace.wits.ac.za",2016,"http://wiredspace.wits.ac.za/handle/10539/21042","http://wiredspace.wits.ac.za/bitstream/handle/10539/21042/Main%20document%20692665%20(1).pdf?sequence=2&isAllowed=y"
"Structural mapping between natural language questions and SQL queries","A Giordani - 2012 - eprints-phd.biblio.unitn.it",2012,"http://eprints-phd.biblio.unitn.it/829/","http://eprints-phd.biblio.unitn.it/829/1/phd-thesis.pdf"
"I Know It When I See It: Uncovering Student and Educator Expectations about Academic Writing in Higher Education.","SJ Behrens, A Johnson, M Allard… - Writing &  …, 2016 - search.ebscohost.com",2016,"http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=17565839&AN=121108210&h=ATrxe4wxqCvLwpmN3B89UCWuSpHPR1q99WJ16d8K7AqYcBFICod84YvNAG6q5GKX1Ip3uLvGZadMFj2ImEXU5Q%3D%3D&crl=c",NA
"Communication beyond words: Multimedia approaches to bridging language disabilities and barriers","X Ma - 2010 - search.proquest.com",2010,"http://search.proquest.com/openview/59cd9c1bf33c8f963f72472b514a99ae/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Voice of the leopard: African secret societies and Cuba","IL Miller - 2010 - books.google.com",2010,"http://books.google.com/books?hl=en&lr=&id=MjdFOUQBCEAC&oi=fnd&pg=PR9&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=whk8aYtXLB&sig=-m2se39lLUqmcNsJ2VHFlF6pKn0","http://scholarworks.umass.edu/cgi/viewcontent.cgi?article=1931&context=adan"
"Sentiment analysis in tickets for it support","CCA Blaz, K Becker - …  (MSR), 2016 IEEE/ACM 13th Working  …, 2016 - ieeexplore.ieee.org",2016,"http://ieeexplore.ieee.org/abstract/document/7832903/",NA
"Language use in"" mensajes de texto"" with students at UPRM","EGC Santiago - 2011 - search.proquest.com",2011,"http://search.proquest.com/openview/1d083b6f74734b0b5c8566eb631ff91e/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"The influence of first language on playing brass instruments: an ultrasound study of Tongan and New Zealand trombonists.","M Heyne - 2016 - ir.canterbury.ac.nz",2016,"http://ir.canterbury.ac.nz/handle/10092/13006","https://ir.canterbury.ac.nz/bitstream/handle/10092/13006/Heyne%2C%20Matthias%20Final%20PhD%20thesis.pdf?sequence=1"
"Language, literacy, and technology","R Kern - 2015 - books.google.com",2015,"http://books.google.com/books?hl=en&lr=&id=srgsCQAAQBAJ&oi=fnd&pg=PR7&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=aabnqEmy9F&sig=AOM0dA5tmTot2KLIHSeFFMV-0C0",NA
"Translation as Transformation in Victorian Poetry","A Drury - 2015 - books.google.com",2015,"http://books.google.com/books?hl=en&lr=&id=yFtiCAAAQBAJ&oi=fnd&pg=PR6&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=bkue0ehrRT&sig=YiUKwfFPhHkBhUQaA344uvDaG08",NA
"Textual Entailment Recognition and its Applicability in NLP Tasks","OF Esc,2009,"ftp://altea.dlsi.ua.es/people/rafael/Tony/Tesis-Oscar-Ferrandez.pdf","ftp://altea.dlsi.ua.es/people/rafael/Tony/Tesis-Oscar-Ferrandez.pdf"
"Beginning and advanced learners' awareness of corrective feedback in the Arabic foreign language classroom","G Atanassova - 2012 - repository.library.georgetown.edu",2012,"https://repository.library.georgetown.edu/handle/10822/557510","https://repository.library.georgetown.edu/bitstream/handle/10822/557510/Atanassova_georgetown_0076D_11849.pdf;sequence=1"
"Achieving cross-cultural competence in the classroom: Culture's ways explored","JO Schaeffer - 2011 - search.proquest.com",2011,"http://search.proquest.com/openview/be90a01fedfa0dd99fa50db7714983ee/1?pq-origsite=gscholar&cbl=18750&diss=y","http://arizona.openrepository.com/arizona/bitstream/10150/203495/1/azu_etd_11942_sip1_m.pdf"
"First language status and second language writing","S Slocum - 2013 - search.proquest.com",2013,"http://search.proquest.com/openview/b8560ecb22624bbb9028e8e74354013b/1?pq-origsite=gscholar&cbl=18750&diss=y","http://search.proquest.com/openview/b8560ecb22624bbb9028e8e74354013b/1?pq-origsite=gscholar&cbl=18750&diss=y"
"CLARIN seen from the other side of Atlantic","B MacWhinney - academia.edu",NA,"http://www.academia.edu/download/2799876/cnl11-12_web.pdf","http://www.academia.edu/download/2799876/cnl11-12_web.pdf"
"Creating New Medical Ontologies for Image Annotation: A Case Study","L Stanescu, DD Burdescu, M Brezovan, CG Mihai - 2011 - books.google.com",2011,"http://books.google.com/books?hl=en&lr=&id=UE4q_FKquVMC&oi=fnd&pg=PR3&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=s8nuwngrNV&sig=hUiIPbwwrHNbE4qJVGUQimQvvEc",NA
"Analyzing textual data by multiple word clouds","N Rodrigues - 2013 - elib.uni-stuttgart.de",2013,"http://elib.uni-stuttgart.de/handle/11682/3218","http://elib.uni-stuttgart.de/bitstream/11682/3218/1/DIP_3489.pdf"
"Advances in Information Retrieval","G Kazai, ARN Fuhr - 2011 - Springer",2011,"http://link.springer.com/content/pdf/10.1007/978-3-319-16354-3.pdf","http://ai2-s2-pdfs.s3.amazonaws.com/5480/a8f3f6d89f3019aa373e91220e19f2d3a506.pdf"
"Prosodic and Rhythmic Aspects of L2 Acquisition: The Case of Italian","A De Meo, M Pettorino - 2013 - books.google.com",2013,"http://books.google.com/books?hl=en&lr=&id=fMQwBwAAQBAJ&oi=fnd&pg=PR5&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=cLLoYg4SL5&sig=51ouZvjVkj-g2EoE175l0yF9Wsc","https://www.researchgate.net/profile/Elisa_Pellegrino3/publication/256114860_And_nevertheless_they_do_speak_Italian_Prosodic_explorations_in_the_oral_productions_of_deaf_immigrants/links/00463521cb3714ef55000000/And-nevertheless-they-do-speak-Italian-Prosodic-explorations-in-the-oral-productions-of-deaf-immigrants.pdf"
"Search and learning for the linear ordering problem with an application to machine translation","RW Tromble - 2009 - search.proquest.com",2009,"http://search.proquest.com/openview/a746b381d50311fda654c2e65c2d3eee/1?pq-origsite=gscholar&cbl=18750&diss=y","https://pdfs.semanticscholar.org/bb3f/98a2c00758532ec2241893ffc58e4a501efe.pdf"
"The adjustment process of sojourning English language teachers","JD Slagoski - 2014 - search.proquest.com",2014,"http://search.proquest.com/openview/5e3a7ef732117ad9ddeb22e2bcb0a9a9/1?pq-origsite=gscholar&cbl=18750&diss=y","http://ir.uiowa.edu/cgi/viewcontent.cgi?article=5436&context=etd"
"Coping with Data-sparsity in Example-based Machine Translation","R Gangadharaiah - 2011 - search.proquest.com",2011,"http://search.proquest.com/openview/0b50bb51f69620f339a3e77fc63d2c69/1?pq-origsite=gscholar&cbl=18750&diss=y","http://www.lti.cs.cmu.edu/sites/default/files/research/thesis/2011/rashmi_gangadharaiah_coping_with_data-sparsity_in_example-based_machine_translation.pdf"
"Grammar induction and language evolution","J Zuidema, R Bod - 2008 - illc.uva.nl",2008,"http://www.illc.uva.nl/ESSLLI2008/Materials/ZuidemaBod/finished.pdf","http://www.illc.uva.nl/ESSLLI2008/Materials/ZuidemaBod/finished.pdf"
"…  at the US/Mexico border: An ethnographically-sensitive critical discourse analysis of the reproduction of nation, power, and privilege in an English language  …","B Meadows - 2009 - search.proquest.com",2009,"http://search.proquest.com/openview/509224992fbbac4e58b718cd71d88147/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Increasing english reading comprehension of a deaf English Language Learner (ELL) youth: A case study","LS Granda - 2014 - search.proquest.com",2014,"http://search.proquest.com/openview/f20c037deb18d43b3ac64508671f0eb1/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"An investigation of the teaching of Greek as an additional language in the mainstream classroom: Case studies of four junior secondary classrooms in two  …","C Karagianni - 2016 - kclpure.kcl.ac.uk",2016,"https://kclpure.kcl.ac.uk/portal/files/53290198/2016_Karagianni_Charalampia_1063760_ethesis.pdf","https://kclpure.kcl.ac.uk/portal/files/53290198/2016_Karagianni_Charalampia_1063760_ethesis.pdf"
"Who wrote this scientific text?","C Labbé, D Labbé - 2014 - hal.archives-ouvertes.fr",2014,"https://hal.archives-ouvertes.fr/hal-01064110/","https://hal.archives-ouvertes.fr/hal-01064110/document"
"Preschool educators' perceptions of practice in facilitating/modeling oral language acquisition and development","NA Jones - 2012 - search.proquest.com",2012,"http://search.proquest.com/openview/a1d8db12a3268952f94b1f3f572103d2/1?pq-origsite=gscholar&cbl=18750&diss=y","http://ecommons.luc.edu/cgi/viewcontent.cgi?article=1355&context=luc_diss"
"A POETICS OF TRANSLATION TRANSDUCTION: LIFTING THE ERASURE ON WHAT ALWAYS-ALREADY WAS","PJ Laskey - 2016 - academia.edu",2016,"http://www.academia.edu/download/46492166/Poetics_of_Transduction__a_THESIS.pdf","http://www.academia.edu/download/46492166/Poetics_of_Transduction__a_THESIS.pdf"
"The language of Rapa Iti: Description of a language in change","ME Walworth - 2015 - search.proquest.com",2015,"http://search.proquest.com/openview/b04dc95090029e55ab222718cb0853c8/1?pq-origsite=gscholar&cbl=18750&diss=y","http://ling.hawaii.edu/wp-content/uploads/MaryWalworthFinal.pdf"
"Explorations in learning and the brain: On the potential of cognitive neuroscience for educational science","T de de Jong, T Van Gog, K Jenks, S Manlove… - 2009 - books.google.com",2009,"http://books.google.com/books?hl=en&lr=&id=MwZe-6wS7K4C&oi=fnd&pg=PP5&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=Gl7DQ3fViC&sig=4SlPVviruIC-xojlPepI66IC__U",NA
"explOrINg The FeAsIBIlITy OF e-leArNINg IN ONTArIO esl prOgrAMs","G Lawrence, E Haque, J King, S Rajabi - CONTACT, 2014 - teslontario.org",2014,"http://www.teslontario.org/uploads/publications/contact/ContactSpring2014.pdf#page=12","http://www.teslontario.org/uploads/publications/contact/ContactSpring2014.pdf#page=12"
"A study of language-action perspective as a theoretical framework for Web services","K Umapathy - 2008 - search.proquest.com",2008,"http://search.proquest.com/openview/e960b442af15efc0f6e3ec190f4aedb5/1?pq-origsite=gscholar&cbl=18750&diss=y","https://etda.libraries.psu.edu/files/final_submissions/3642"
"Statistical pronunciation modeling for non-native speech processing","RE Gruhn, W Minker, S Nakamura - 2011 - books.google.com",2011,"http://books.google.com/books?hl=en&lr=&id=H_rGeqqaulYC&oi=fnd&pg=PR3&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=fuEmGMNOtq&sig=pTdgh8XQgyUwQF8mvJMVC3PZAh0",NA
"Effective risk communication: A message-centered approach","TL Sellnow, RR Ulmer, MW Seeger, R Littlefield - 2008 - books.google.com",2008,"http://books.google.com/books?hl=en&lr=&id=L23u2_EV3VQC&oi=fnd&pg=PR2&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=36e2ZjWGvv&sig=FsC3TSbojVjgOc-M2mlL61Bov8w",NA
""" The Mirror of China"": Language selection, images of China, and narrating Japan in the Kamakura period (1185-1333)","EL Brightwell - 2014 - search.proquest.com",2014,"http://search.proquest.com/openview/cc49842c45b9e1459b0eda7dacb6f171/1?pq-origsite=gscholar&cbl=18750&diss=y","http://search.proquest.com/openview/cc49842c45b9e1459b0eda7dacb6f171/1?pq-origsite=gscholar&cbl=18750&diss=y"
"Research Operations for Advanced Warfighter Interface Technologies","TP Ryan - 2009 - dtic.mil",2009,"http://www.dtic.mil/docs/citations/ADA510445","http://www.dtic.mil/get-tr-doc/pdf?AD=ADA510445"
"British and American Chinese children's negotiation of popular cultural texts in bilingual and bicultural contexts","FCT Lin - 2009 - eprints.nottingham.ac.uk",2009,"http://eprints.nottingham.ac.uk/10721/","http://eprints.nottingham.ac.uk/10721/1/FangChi_Lin's_PhD_thesis_final_version.pdf"
"Automatic text and speech processing for the detection of dementia","K Fraser - 2016 - search.proquest.com",2016,"http://search.proquest.com/openview/aef1fadad83aeab4966aae806772293e/1?pq-origsite=gscholar&cbl=18750&diss=y","ftp://ftp.db.toronto.edu/public_html/public_html/pub/gh/Fraser-PhDthesis-2016.pdf"
"A phonetic analysis of Southern Ute with a discussion of Southern Ute language policies and revitalization","SI Oberly - 2008 - search.proquest.com",2008,"http://search.proquest.com/openview/ce4699d486d61b391f21a7f9d30471dd/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"5 The Re-Acquisition of Kazakh in Kazakhstan: Achievements and Challenges","J Smagulova - Language Change in Central Asia, 2016 - books.google.com",2016,"http://books.google.com/books?hl=en&lr=&id=enllCwAAQBAJ&oi=fnd&pg=PA89&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=lKh53cOkK7&sig=Vt1gTrcvmrF-85V4jDH7cyxVJ5w",NA
"Content and phrasing in titles of original research and review articles in 2015: Range of practice in four clinical journals","ME Kerans, A Murray, S Sabat,2016,"http://www.mdpi.com/2304-6775/4/2/11/htm","http://www.mdpi.com/2304-6775/4/2/11/htm"
"Bilingual resources and school context","U Mehlem, Y Şimşek - Transfer Effects in Multilingual Language  …, 2015 - books.google.com",2015,"http://books.google.com/books?hl=en&lr=&id=eA8UCAAAQBAJ&oi=fnd&pg=PA249&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=fmBFkKISLQ&sig=BEobq_SIDdbRWewNDTciUH_DeD8",NA
"Project-Team PAROLE","NG Est - parole.loria.fr",NA,"http://parole.loria.fr/Documents/parole2013.pdf","http://parole.loria.fr/Documents/parole2013.pdf"
"INFORMATION EXTRACTION: THE NET METHOD","K Zervanou - 2008 - researchgate.net",2008,"https://www.researchgate.net/profile/Kalliopi_Zervanou/publication/258521728_Template_rule_development_for_Information_Extraction_the_NeT_method/links/02e7e5289cc150b148000000.pdf","https://www.researchgate.net/profile/Kalliopi_Zervanou/publication/258521728_Template_rule_development_for_Information_Extraction_the_NeT_method/links/02e7e5289cc150b148000000.pdf"
"Writing in the Key of Life: Inquiry into Writing Processes and Pedagogies","KB Domm - 2016 - 140.230.24.101",2016,"http://140.230.24.101:8080/xmlui/handle/10587/1782","http://140.230.24.101:8080/xmlui/bitstream/handle/10587/1782/KristinDommPhDThesis2016.pdf?sequence=1&isAllowed=y"
"Rediscovering Social Science and Business Studies Using Web Data and the Text Mining Approach","Y Xue - 2016 - dl.tezyar.com",2016,"http://dl.tezyar.com/learning-datamining/text%20mining.pdf","http://dl.tezyar.com/learning-datamining/text%20mining.pdf"
"Instructional practices that promote reading proficiency for English language learners in Grades 3 and 5","R Smiley-Blanton - 2010 - search.proquest.com",2010,"http://search.proquest.com/openview/f09623410811ef217c627447e3815868/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Literary Translation in the Digital Age","F Riddle - repositoriouba.sisbi.uba.ar",NA,"http://repositoriouba.sisbi.uba.ar/gsdl/collect/masteruba/index/assoc/HWA_1404.dir/1404.PDF","http://repositoriouba.sisbi.uba.ar/gsdl/collect/masteruba/index/assoc/HWA_1404.dir/1404.PDF"
"Improving Arabic text processing via stemming with application to text mining and Web retrieval","ET Al-Shammari - 2010 - search.proquest.com",2010,"http://search.proquest.com/openview/ac3480f1d0c0c8e58cbe90d0dd919ebe/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"THE ITALIAN HOMER","A Lenci, F Boschetti, A Taddei, M Tavoni, Y Bizzoni - academia.edu",NA,"http://www.academia.edu/download/37200486/The_Italian_Homer.pdf","http://www.academia.edu/download/37200486/The_Italian_Homer.pdf"
"Language, reality and daohood: an exercise in comparative philosophy","SC Kwan - 2008 - search.proquest.com",2008,"http://search.proquest.com/openview/ca7851d919be2a2eb520071abae486fa/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"A Combined Unsupervised Technique for Automatic Classification in Electronic Discovery","EF Ayetiran - 2017 - amsdottorato.unibo.it",2017,"http://amsdottorato.unibo.it/7789/","http://amsdottorato.unibo.it/7789/1/AYETIRAN_ENIAFE_FESTUS_TESI.pdf"
"Cognitive effects of bilingualism: Executive functions and language practice","E Yang - 2015 - search.proquest.com",2015,"http://search.proquest.com/openview/330943cadf5b06dd8f806b7448d283a7/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Perception of American English vowels by adult Spanish-English bilingual listeners","P Garcia - 2014 - search.proquest.com",2014,"http://search.proquest.com/openview/4ac0388f280e8226a93b402486970504/1?pq-origsite=gscholar&cbl=18750&diss=y","https://core.ac.uk/download/pdf/27299364.pdf"
"Cultural Relevance in an English Language Learners' Classroom: A Qualitative Case Study","K Roe - 2016 - search.proquest.com",2016,"http://search.proquest.com/openview/c98c8510be04a1c698bbf2b16f1db021/1?pq-origsite=gscholar&cbl=18750&diss=y","http://scholarworks.waldenu.edu/cgi/viewcontent.cgi?article=3980&context=dissertations"
"Enriching serbian wordnet and electronic dictionaries with terms from the culinary domain","SV Stankovic, C Krstev, D Vitas - Volume editors, 2014 - aclweb.org",2014,"https://www.aclweb.org/anthology/W/W14/W14-01.pdf#page=137","https://www.aclweb.org/anthology/W/W14/W14-01.pdf#page=137"
"Word Sense Disambiguation Using an Evolutionary Approach.","M El Bachir Menai - Informatica (03505596), 2014 - search.ebscohost.com",2014,"http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=03505596&AN=98223369&h=mL9b%2FGuZ3GJiJnO1ETE29PL%2FxOibujYUinh%2BZJmjboT0fcOfjgfZFpoxFlZRTsebXXo9oQXqBA1ufmfQjHUZAg%3D%3D&crl=c",NA
"English as a third language in Macedonia","F Halimi - 2011 - othes.univie.ac.at",2011,"http://othes.univie.ac.at/14987/","http://othes.univie.ac.at/14987/1/2011-05-16_0748727.pdf"
"The Linguistic Construction of the Bilingual Stuttering Experience","AM Granese - 2014 - search.proquest.com",2014,"http://search.proquest.com/openview/705ec356fef9737f0375338c0b61be16/1?pq-origsite=gscholar&cbl=18750&diss=y","http://search.proquest.com/openview/705ec356fef9737f0375338c0b61be16/1?pq-origsite=gscholar&cbl=18750&diss=y"
""" How Do I Teach My Kids My Broken Armenian?"": A Study of Eastern Armenian Heritage Language Speakers in Los Angeles","S Karapetian - 2014 - search.proquest.com",2014,"http://search.proquest.com/openview/3d41e949b1a43c2190dd8e3ee7bb4d8a/1?pq-origsite=gscholar&cbl=18750&diss=y","http://escholarship.org/uc/item/7jq085nr.pdf"
"Automated data discovery, reasoning and ranking in support of building an intelligent geospatial search engine","W Li - 2010 - search.proquest.com",2010,"http://search.proquest.com/openview/6b4ce4a798979bc5e3b6f1ada37f4e95/1?pq-origsite=gscholar&cbl=18750&diss=y","http://digilib.gmu.edu/jspui/bitstream/handle/1920/6013/li_dissertation_summer_2010.pdf?sequence=1&isAllowed=y"
"Comparison of test directions for ability tests: Impact on young English-language learner and non-ELL students","JM Lakin - 2010 - search.proquest.com",2010,"http://search.proquest.com/openview/843de6f8582fe5e13fb9d976bac2a288/1?pq-origsite=gscholar&cbl=18750&diss=y","http://ir.uiowa.edu/cgi/viewcontent.cgi?article=1721&context=etd"
"Attrition & Maintenance of Home Languages in the Indian Diaspora in the United States","B Samarth - 2013 - search.proquest.com",2013,"http://search.proquest.com/openview/c1792a564eff8876b9f166d1a4eec9eb/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Crowdsourcing for Speech: Economic, Legal and Ethical analysis","G Adda, J Mariani, L Besacier, H Gelas - 2014 - hal.archives-ouvertes.fr",2014,"https://hal.archives-ouvertes.fr/hal-01067110/","https://hal.archives-ouvertes.fr/docs/01/06/71/10/PDF/Ethics-6.pdf"
"Factors affecting the teaching of english reading skills in the second language of grade 3 learners","R Junias - 2009 - uir.unisa.ac.za",2009,"http://uir.unisa.ac.za/handle/10500/4175","http://uir.unisa.ac.za/bitstream/handle/10500/4175/dissertation_junius_r.pdf"
"Translation training in the Jordanian context: Curriculum evaluation in translator education","A Mahasneh - 2013 - search.proquest.com",2013,"http://search.proquest.com/openview/1453251d1cd9d6c71d5f6826155f9218/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"The neurocognition of adult second language learning: An fMRI study","KM Tagarelli - 2014 - search.proquest.com",2014,"http://search.proquest.com/openview/e90b562d689cf3a0d94b3c92549cf5e7/1?pq-origsite=gscholar&cbl=18750&diss=y","https://repository.library.georgetown.edu/bitstream/handle/10822/712460/Tagarelli_georgetown_0076D_12766.pdf?sequence=1"
"News analysis for the social sciences","M Bautin - 2009 - search.proquest.com",2009,"http://search.proquest.com/openview/73abb2225c847ee6092adc163978b588/1?pq-origsite=gscholar&cbl=18750&diss=y","https://dspace.sunyconnect.suny.edu/bitstream/handle/1951/52202/000000685.sbu.pdf?sequence=1"
"The salience of the hues: colour cognition from an indigenous Australian perspective","J Lenarcic - 2010 - researchbank.rmit.edu.au",2010,"https://researchbank.rmit.edu.au/view/rmit:160756","https://researchbank.rmit.edu.au/view/rmit:160756/Lenarcic.pdf"
"Relevance, rhetoric, and argumentation: A cross-disciplinary inquiry into patterns of thinking and information structuring","X Huang - 2009 - search.proquest.com",2009,"http://search.proquest.com/openview/cbc910b1c61d6f811c266e9285bbac59/1?pq-origsite=gscholar&cbl=18750&diss=y","http://drum.lib.umd.edu/bitstream/handle/1903/9577/Huang_umd_0117E_10612.pdf;sequence=1"
"The acoustics of identity: Linguistic passports beyond empire and essentialism","AA Filmer - 2008 - search.proquest.com",2008,"http://search.proquest.com/openview/1dbc88e84912a11991dd48c9732ef7fc/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
